Move,"(852, 809)"
Move,"(852, 808)"
Move,"(852, 808)"
Move,"(853, 808)"
Move,"(853, 807)"
Move,"(853, 806)"
Move,"(853, 806)"
Move,"(853, 805)"
Move,"(853, 804)"
Move,"(853, 803)"
Move,"(854, 803)"
Move,"(854, 803)"
Move,"(854, 802)"
Move,"(854, 801)"
Move,"(854, 801)"
Move,"(854, 800)"
Move,"(854, 799)"
Move,"(854, 798)"
Move,"(855, 798)"
Move,"(855, 797)"
Move,"(855, 796)"
Move,"(855, 796)"
Move,"(855, 795)"
Move,"(855, 794)"
Move,"(855, 793)"
Move,"(855, 793)"
Move,"(855, 793)"
Move,"(855, 792)"
Move,"(855, 791)"
Move,"(855, 791)"
Move,"(855, 790)"
Move,"(855, 789)"
Move,"(855, 789)"
Move,"(856, 788)"
Move,"(856, 787)"
Move,"(856, 786)"
Move,"(856, 786)"
Move,"(856, 785)"
Move,"(856, 784)"
Move,"(856, 784)"
Move,"(856, 783)"
Move,"(856, 782)"
Move,"(856, 781)"
Move,"(856, 781)"
Move,"(856, 780)"
Move,"(856, 779)"
Move,"(856, 779)"
Move,"(856, 778)"
Move,"(856, 777)"
Move,"(856, 776)"
Move,"(856, 776)"
Move,"(856, 775)"
Move,"(856, 774)"
Move,"(856, 774)"
Move,"(856, 772)"
Move,"(856, 771)"
Move,"(856, 771)"
Move,"(856, 770)"
Move,"(856, 769)"
Move,"(856, 769)"
Move,"(856, 768)"
Move,"(856, 767)"
Move,"(856, 766)"
Move,"(856, 766)"
Move,"(856, 765)"
Move,"(856, 765)"
Move,"(856, 764)"
Move,"(856, 764)"
Move,"(856, 763)"
Move,"(856, 762)"
Move,"(856, 761)"
Move,"(856, 761)"
Move,"(856, 760)"
Move,"(856, 759)"
Move,"(856, 759)"
Move,"(856, 758)"
Move,"(855, 757)"
Move,"(855, 756)"
Move,"(855, 756)"
Move,"(855, 755)"
Move,"(855, 754)"
Move,"(855, 754)"
Move,"(855, 753)"
Move,"(855, 752)"
Move,"(854, 751)"
Move,"(854, 751)"
Move,"(854, 750)"
Move,"(854, 749)"
Move,"(854, 748)"
Move,"(853, 747)"
Move,"(853, 746)"
Move,"(853, 746)"
Move,"(853, 744)"
Move,"(853, 743)"
Move,"(853, 743)"
Move,"(853, 742)"
Move,"(853, 741)"
Move,"(853, 740)"
Move,"(852, 739)"
Move,"(852, 738)"
Move,"(852, 738)"
Move,"(852, 736)"
Move,"(851, 734)"
Move,"(851, 734)"
Move,"(851, 733)"
Move,"(850, 731)"
Move,"(850, 730)"
Move,"(850, 728)"
Move,"(850, 727)"
Move,"(850, 727)"
Move,"(849, 725)"
Move,"(849, 724)"
Move,"(849, 723)"
Move,"(849, 721)"
Move,"(848, 720)"
Move,"(848, 718)"
Move,"(848, 717)"
Move,"(848, 716)"
Move,"(847, 714)"
Move,"(847, 712)"
Move,"(847, 711)"
Move,"(846, 710)"
Move,"(846, 709)"
Move,"(845, 707)"
Move,"(845, 706)"
Move,"(845, 705)"
Move,"(845, 704)"
Move,"(845, 703)"
Move,"(845, 701)"
Move,"(845, 699)"
Move,"(844, 699)"
Move,"(844, 697)"
Move,"(844, 696)"
Move,"(843, 695)"
Move,"(843, 694)"
Move,"(843, 693)"
Move,"(843, 692)"
Move,"(843, 690)"
Move,"(843, 690)"
Move,"(842, 689)"
Move,"(842, 687)"
Move,"(842, 686)"
Move,"(842, 685)"
Move,"(841, 684)"
Move,"(841, 683)"
Move,"(841, 681)"
Move,"(840, 680)"
Move,"(840, 679)"
Move,"(840, 678)"
Move,"(840, 677)"
Move,"(839, 676)"
Move,"(839, 674)"
Move,"(839, 673)"
Move,"(839, 672)"
Move,"(839, 671)"
Move,"(839, 669)"
Move,"(838, 668)"
Move,"(838, 667)"
Move,"(838, 666)"
Move,"(837, 665)"
Move,"(837, 664)"
Move,"(837, 662)"
Move,"(837, 661)"
Move,"(837, 660)"
Move,"(837, 659)"
Move,"(837, 658)"
Move,"(837, 656)"
Move,"(836, 655)"
Move,"(836, 654)"
Move,"(836, 653)"
Move,"(835, 652)"
Move,"(835, 650)"
Move,"(834, 649)"
Move,"(834, 648)"
Move,"(834, 647)"
Move,"(834, 646)"
Move,"(834, 645)"
Move,"(833, 644)"
Move,"(833, 643)"
Move,"(833, 641)"
Move,"(833, 640)"
Move,"(833, 639)"
Move,"(833, 638)"
Move,"(833, 637)"
Move,"(833, 636)"
Move,"(833, 634)"
Move,"(833, 634)"
Move,"(833, 633)"
Move,"(833, 632)"
Move,"(833, 631)"
Move,"(833, 630)"
Move,"(833, 628)"
Move,"(833, 628)"
Move,"(833, 626)"
Move,"(833, 626)"
Move,"(833, 624)"
Move,"(833, 623)"
Move,"(832, 623)"
Move,"(832, 622)"
Move,"(832, 621)"
Move,"(832, 620)"
Move,"(832, 619)"
Move,"(832, 618)"
Move,"(832, 617)"
Move,"(832, 616)"
Move,"(831, 614)"
Move,"(831, 614)"
Move,"(831, 613)"
Move,"(831, 612)"
Move,"(831, 611)"
Move,"(831, 610)"
Move,"(831, 609)"
Move,"(831, 608)"
Move,"(831, 607)"
Move,"(831, 606)"
Move,"(830, 605)"
Move,"(830, 604)"
Move,"(830, 603)"
Move,"(830, 602)"
Move,"(830, 601)"
Move,"(829, 600)"
Move,"(829, 599)"
Move,"(829, 598)"
Move,"(829, 597)"
Move,"(828, 596)"
Move,"(828, 595)"
Move,"(828, 595)"
Move,"(828, 594)"
Move,"(828, 593)"
Move,"(828, 593)"
Move,"(828, 592)"
Move,"(828, 591)"
Move,"(828, 590)"
Move,"(828, 589)"
Move,"(828, 588)"
Move,"(827, 587)"
Move,"(827, 587)"
Move,"(827, 585)"
Move,"(827, 585)"
Move,"(827, 584)"
Move,"(827, 583)"
Move,"(827, 582)"
Move,"(827, 582)"
Move,"(827, 581)"
Move,"(827, 580)"
Move,"(827, 580)"
Move,"(827, 578)"
Move,"(827, 577)"
Move,"(827, 577)"
Move,"(826, 576)"
Move,"(826, 575)"
Move,"(826, 575)"
Move,"(826, 574)"
Move,"(826, 573)"
Move,"(826, 572)"
Move,"(826, 572)"
Move,"(826, 571)"
Move,"(826, 570)"
Move,"(826, 569)"
Move,"(826, 568)"
Move,"(826, 567)"
Move,"(825, 567)"
Move,"(825, 566)"
Move,"(825, 564)"
Move,"(825, 564)"
Move,"(824, 563)"
Move,"(824, 562)"
Move,"(824, 562)"
Move,"(824, 561)"
Move,"(824, 559)"
Move,"(824, 559)"
Move,"(824, 558)"
Move,"(823, 557)"
Move,"(823, 556)"
Move,"(823, 556)"
Move,"(823, 555)"
Move,"(823, 554)"
Move,"(823, 553)"
Move,"(823, 552)"
Move,"(823, 551)"
Move,"(823, 550)"
Move,"(823, 549)"
Move,"(823, 548)"
Move,"(823, 548)"
Move,"(823, 547)"
Move,"(823, 546)"
Move,"(823, 546)"
Move,"(823, 544)"
Move,"(822, 543)"
Move,"(822, 542)"
Move,"(822, 541)"
Move,"(822, 540)"
Move,"(822, 540)"
Move,"(822, 539)"
Move,"(822, 538)"
Move,"(822, 537)"
Move,"(822, 536)"
Move,"(822, 535)"
Move,"(822, 535)"
Move,"(822, 534)"
Move,"(822, 533)"
Move,"(822, 533)"
Move,"(822, 532)"
Move,"(822, 530)"
Move,"(822, 530)"
Move,"(822, 529)"
Move,"(822, 528)"
Move,"(822, 527)"
Move,"(822, 526)"
Move,"(822, 525)"
Move,"(822, 525)"
Move,"(822, 523)"
Move,"(822, 522)"
Move,"(822, 522)"
Move,"(822, 521)"
Move,"(822, 520)"
Move,"(822, 519)"
Move,"(822, 518)"
Move,"(822, 517)"
Move,"(822, 517)"
Move,"(822, 516)"
Move,"(822, 514)"
Move,"(822, 514)"
Move,"(822, 512)"
Move,"(822, 511)"
Move,"(822, 511)"
Move,"(822, 509)"
Move,"(822, 508)"
Move,"(822, 508)"
Move,"(822, 507)"
Move,"(822, 506)"
Move,"(822, 505)"
Move,"(822, 504)"
Move,"(822, 503)"
Move,"(822, 503)"
Move,"(822, 501)"
Move,"(822, 500)"
Move,"(822, 500)"
Move,"(822, 498)"
Move,"(822, 498)"
Move,"(822, 497)"
Move,"(822, 496)"
Move,"(822, 495)"
Move,"(822, 495)"
Move,"(822, 493)"
Move,"(822, 492)"
Move,"(822, 492)"
Move,"(822, 490)"
Move,"(822, 490)"
Move,"(822, 489)"
Move,"(822, 488)"
Move,"(822, 487)"
Move,"(822, 486)"
Move,"(822, 485)"
Move,"(822, 484)"
Move,"(822, 484)"
Move,"(822, 482)"
Move,"(822, 482)"
Move,"(822, 481)"
Move,"(822, 479)"
Move,"(822, 479)"
Move,"(822, 478)"
Move,"(822, 477)"
Move,"(822, 476)"
Move,"(822, 476)"
Move,"(822, 475)"
Move,"(822, 474)"
Move,"(822, 473)"
Move,"(822, 472)"
Move,"(822, 471)"
Move,"(822, 471)"
Move,"(822, 470)"
Move,"(822, 469)"
Move,"(822, 468)"
Move,"(822, 467)"
Move,"(822, 466)"
Move,"(822, 466)"
Move,"(822, 465)"
Move,"(822, 464)"
Move,"(822, 463)"
Move,"(822, 463)"
Move,"(822, 462)"
Move,"(822, 461)"
Move,"(822, 461)"
Move,"(822, 460)"
Move,"(822, 458)"
Move,"(822, 458)"
Move,"(822, 457)"
Move,"(822, 456)"
Move,"(822, 456)"
Move,"(822, 455)"
Move,"(822, 454)"
Move,"(822, 453)"
Move,"(822, 453)"
Move,"(822, 452)"
Move,"(822, 451)"
Move,"(822, 451)"
Move,"(822, 450)"
Move,"(822, 449)"
