Move,"(749, 864)"
Move,"(749, 864)"
Move,"(749, 863)"
Move,"(750, 863)"
Move,"(750, 862)"
Move,"(750, 862)"
Move,"(750, 861)"
Move,"(751, 861)"
Move,"(751, 860)"
Move,"(752, 860)"
Move,"(752, 859)"
Move,"(753, 858)"
Move,"(754, 858)"
Move,"(755, 857)"
Move,"(755, 857)"
Move,"(755, 856)"
Move,"(756, 856)"
Move,"(757, 856)"
Move,"(757, 855)"
Move,"(758, 855)"
Move,"(759, 855)"
Move,"(760, 855)"
Move,"(760, 854)"
Move,"(761, 854)"
Move,"(762, 853)"
Move,"(762, 853)"
Move,"(763, 853)"
Move,"(765, 852)"
Move,"(765, 852)"
Move,"(766, 852)"
Move,"(767, 852)"
Move,"(767, 851)"
Move,"(769, 851)"
Move,"(770, 850)"
Move,"(770, 850)"
Move,"(771, 850)"
Move,"(772, 850)"
Move,"(773, 850)"
Move,"(773, 849)"
Move,"(774, 849)"
Move,"(775, 849)"
Move,"(776, 848)"
Move,"(777, 848)"
Move,"(778, 847)"
Move,"(778, 847)"
Move,"(780, 847)"
Move,"(781, 847)"
Move,"(781, 847)"
Move,"(782, 847)"
Move,"(783, 846)"
Move,"(783, 846)"
Move,"(784, 846)"
Move,"(785, 845)"
Move,"(786, 845)"
Move,"(787, 845)"
Move,"(788, 845)"
Move,"(788, 845)"
Move,"(790, 845)"
Move,"(790, 844)"
Move,"(792, 844)"
Move,"(792, 843)"
Move,"(793, 843)"
Move,"(794, 843)"
Move,"(795, 843)"
Move,"(796, 842)"
Move,"(797, 842)"
Move,"(797, 842)"
Move,"(799, 842)"
Move,"(800, 842)"
Move,"(801, 841)"
Move,"(802, 841)"
Move,"(803, 840)"
Move,"(804, 840)"
Move,"(805, 840)"
Move,"(806, 839)"
Move,"(807, 839)"
Move,"(808, 839)"
Move,"(809, 838)"
Move,"(810, 838)"
Move,"(812, 837)"
Move,"(812, 836)"
Move,"(814, 836)"
Move,"(816, 835)"
Move,"(817, 835)"
Move,"(818, 834)"
Move,"(819, 834)"
Move,"(820, 833)"
Move,"(822, 832)"
Move,"(822, 832)"
Move,"(823, 831)"
Move,"(825, 830)"
Move,"(826, 829)"
Move,"(827, 829)"
Move,"(829, 828)"
Move,"(830, 827)"
Move,"(831, 826)"
Move,"(832, 826)"
Move,"(833, 825)"
Move,"(834, 824)"
Move,"(835, 823)"
Move,"(836, 823)"
Move,"(837, 822)"
Move,"(838, 821)"
Move,"(839, 820)"
Move,"(840, 819)"
Move,"(841, 818)"
Move,"(842, 818)"
Move,"(843, 817)"
